"","Timestamp","BTCOpen","BTCClose","BTCVolume","BTCCount","BTCReturn","BTCRVol","BTCAmihud","BTCVolLag1","BTCVolLag2","BTCVolLag3","BTCRtnLag1","BTCRtnLag2","BTCRtnLag3","BTCRVolLag1","BTCRVolLag2","BTCRVolLag3","BTCAmhLag1","BTCAmhLag2","BTCAmhLag3","EUROpen","EURClose","EURVolume","EURCount","EURReturn","EURRtnLag1","EURRtnLag2","EURRtnLag3","SPCOpen","SPCClose","SPCVolume","SPCCount","SPCReturn","SPCRtnLag1","SPCRtnLag2","SPCRtnLag3","NASCOpen","NASCClose","NASCVolume","NASCCount","NASCReturn","NASCRtnLag1","NASCRtnLag2","NASCRtnLag3","SPCVOpen","SPCVClose","SPCVVolume","SPCVCount","SPCVReturn","SPCVRtnLag1","SPCVRtnLag2","SPCVRtnLag3","NASCVOpen","NASCVClose","NASCVVolume","NASCVCount","NASCVReturn","NASCVRtnLag1","NASCVRtnLag2","NASCVRtnLag3"
"3763","10.02.2021 13:00",47340,47325,218.75,207.25,-0.000316906990450505,1.00430040596397e-07,1.44871767063088e-06,201.25,209.5,140,0.000237526557905099,-0.000105725009348134,0.000882924302457511,5.64188657102443e-08,1.11777776016631e-08,7.79555323870082e-07,1.18025618834832e-06,5.0465398256866e-07,6.30660216041079e-06,1.2128,1.2127,2526,951,-8.24572253612654e-05,-8.23146891027193e-05,-8.2382502003181e-05,0,3919.5,3918.75,7479,2426,-0.000191369247547257,0,0,-6.38060296918042e-05,13744,13743.75,4697,3392,-1.81899209668046e-05,3.63464544079761e-05,-1.81690998122264e-05,-3.63920883632574e-05,3919.5,3918.75,7479,2426,-0.000191369247547257,0,0,-6.38060296918042e-05,13744,13743.75,4697,3392,-1.81899209668046e-05,3.63464544079761e-05,-1.81690998122264e-05,-3.63920883632574e-05
"3775","10.02.2021 14:00",47380,47380,391.5,349,0,0,0,218.75,201.25,209.5,-0.000316906990450505,0.000237526557905099,-0.000105725009348134,1.00430040596397e-07,5.64188657102443e-08,1.11777776016631e-08,1.44871767063088e-06,1.18025618834832e-06,5.0465398256866e-07,1.2133,1.2133,995,407.5,0,-8.24572253612654e-05,-8.23146891027193e-05,-8.2382502003181e-05,3919.25,3919,9632,2664,-6.37897490083361e-05,-0.000191369247547257,0,0,13741.5,13740.75,4038,2829,-5.45806839085117e-05,-1.81899209668046e-05,3.63464544079761e-05,-1.81690998122264e-05,3919.25,3919,9632,2664,-6.37897490083361e-05,-0.000191369247547257,0,0,13741.5,13740.75,4038,2829,-5.45806839085117e-05,-1.81899209668046e-05,3.63464544079761e-05,-1.81690998122264e-05
"3787","10.02.2021 15:00",47210,47177.5,195,169,-0.000688650537080449,4.7423956222119e-07,3.53154121579717e-06,391.5,218.75,201.25,0,-0.000316906990450505,0.000237526557905099,0,1.00430040596397e-07,5.64188657102443e-08,0,1.44871767063088e-06,1.18025618834832e-06,1.2133,1.2132,678.5,272.5,-8.24232434012695e-05,0,-8.24572253612654e-05,-8.23146891027193e-05,3917.5,3917.75,12554,2946,6.38141731492681e-05,-6.37897490083361e-05,-0.000191369247547257,0,13722.25,13723.5,4569,3079,9.10887843001973e-05,-5.45806839085117e-05,-1.81899209668046e-05,3.63464544079761e-05,3917.5,3917.75,12554,2946,6.38141731492681e-05,-6.37897490083361e-05,-0.000191369247547257,0,13722.25,13723.5,4569,3079,9.10887843001973e-05,-5.45806839085117e-05,-1.81899209668046e-05,3.63464544079761e-05
"3799","10.02.2021 16:00",46380,46395,1017,876.5,0.000323362977756148,1.04563615383323e-07,3.179576969087e-07,195,391.5,218.75,-0.000688650537080449,0,-0.000316906990450505,4.7423956222119e-07,0,1.00430040596397e-07,3.53154121579717e-06,0,1.44871767063088e-06,1.2126,1.2125,1556,592,-8.24708259920537e-05,-8.24232434012695e-05,0,-8.24572253612654e-05,3918.25,3918,11569,3034,-6.38060296918042e-05,6.38141731492681e-05,-6.37897490083361e-05,-0.000191369247547257,13725.25,13725,5236,3716,-1.82147703569058e-05,9.10887843001973e-05,-5.45806839085117e-05,-1.81899209668046e-05,3918.25,3918,11569,3034,-6.38060296918042e-05,6.38141731492681e-05,-6.37897490083361e-05,-0.000191369247547257,13725.25,13725,5236,3716,-1.82147703569058e-05,9.10887843001973e-05,-5.45806839085117e-05,-1.81899209668046e-05
"3811","10.02.2021 17:00",46150,46205,450,412,0.00119105639114103,1.4186153268779e-06,2.6467919803134e-06,1017,195,391.5,0.000323362977756148,-0.000688650537080449,0,1.04563615383323e-07,4.7423956222119e-07,0,3.179576969087e-07,3.53154121579717e-06,0,1.2137,1.2136,2591,1082,-8.23960779933186e-05,-8.24708259920537e-05,-8.24232434012695e-05,0,3925,3924.75,41823,9117,-6.36962960811616e-05,-6.38060296918042e-05,6.38141731492681e-05,-6.37897490083361e-05,13743,13743.75,14769,9186,5.457174821899e-05,-1.82147703569058e-05,9.10887843001973e-05,-5.45806839085117e-05,3925,3924.75,41823,9117,-6.36962960811616e-05,-6.38060296918042e-05,6.38141731492681e-05,-6.37897490083361e-05,13743,13743.75,14769,9186,5.457174821899e-05,-1.82147703569058e-05,9.10887843001973e-05,-5.45806839085117e-05
"3823","10.02.2021 18:00",45425,45430,1035,854,0.000110065489078437,1.21144118860755e-08,1.06343467708635e-07,450,1017,195,0.00119105639114103,0.000323362977756148,-0.000688650537080449,1.4186153268779e-06,1.04563615383323e-07,4.7423956222119e-07,2.6467919803134e-06,3.179576969087e-07,3.53154121579717e-06,1.2133,1.2132,1777,730,-8.24232434012695e-05,-8.23960779933186e-05,-8.24708259920537e-05,-8.24232434012695e-05,3918.75,3918.75,152589,33460,0,-6.36962960811616e-05,-6.38060296918042e-05,6.38141731492681e-05,13736.5,13735.5,65130,42430,-7.28013978186226e-05,5.457174821899e-05,-1.82147703569058e-05,9.10887843001973e-05,3918.75,3918.75,152589,33460,0,-6.36962960811616e-05,-6.38060296918042e-05,6.38141731492681e-05,13736.5,13735.5,65130,42430,-7.28013978186226e-05,5.457174821899e-05,-1.82147703569058e-05,9.10887843001973e-05
"3835","10.02.2021 19:00",44540,44505,2125,1687,-0.000786119418327402,6.17983739871413e-07,3.69938549801131e-07,1035,450,1017,0.000110065489078437,0.00119105639114103,0.000323362977756148,1.21144118860755e-08,1.4186153268779e-06,1.04563615383323e-07,1.06343467708635e-07,2.6467919803134e-06,3.179576969087e-07,1.2139,1.2139,2592,1007,0,-8.24232434012695e-05,-8.23960779933186e-05,-8.24708259920537e-05,3898.75,3900.25,479936,111376,0.000384664705345372,0,-6.36962960811616e-05,-6.38060296918042e-05,13609.75,13607.25,158953,103887,-0.000183708711983144,-7.28013978186226e-05,5.457174821899e-05,-1.82147703569058e-05,3898.75,3900.25,479936,111376,0.000384664705345372,0,-6.36962960811616e-05,-6.38060296918042e-05,13609.75,13607.25,158953,103887,-0.000183708711983144,-7.28013978186226e-05,5.457174821899e-05,-1.82147703569058e-05
"3847","10.02.2021 20:00",45280,45180,962,754,-0.00221092285507041,4.88817987107268e-06,2.29825660610229e-06,2125,1035,450,-0.000786119418327402,0.000110065489078437,0.00119105639114103,6.17983739871413e-07,1.21144118860755e-08,1.4186153268779e-06,3.69938549801131e-07,1.06343467708635e-07,2.6467919803134e-06,1.214,1.214,813,370,0,0,-8.24232434012695e-05,-8.23960779933186e-05,3901,3898.5,183572,48827,-0.000641066757001596,0.000384664705345372,0,-6.36962960811616e-05,13621,13614.25,74285,50988,-0.000495681158660943,-0.000183708711983144,-7.28013978186226e-05,5.457174821899e-05,3901,3898.5,183572,48827,-0.000641066757001596,0.000384664705345372,0,-6.36962960811616e-05,13621,13614.25,74285,50988,-0.000495681158660943,-0.000183708711983144,-7.28013978186226e-05,5.457174821899e-05
"3859","10.02.2021 21:00",45400,45400,476.5,404,0,0,0,962,2125,1035,-0.00221092285507041,-0.000786119418327402,0.000110065489078437,4.88817987107268e-06,6.17983739871413e-07,1.21144118860755e-08,2.29825660610229e-06,3.69938549801131e-07,1.06343467708635e-07,1.2145,1.2146,836,314.5,8.23350212477703e-05,0,0,-8.24232434012695e-05,3899.5,3898.75,107812,27782,-0.000192350848539746,-0.000641066757001596,0.000384664705345372,0,13628,13627,45383,31280,-7.33810310364902e-05,-0.000495681158660943,-0.000183708711983144,-7.28013978186226e-05,3899.5,3898.75,107812,27782,-0.000192350848539746,-0.000641066757001596,0.000384664705345372,0,13628,13627,45383,31280,-7.33810310364902e-05,-0.000495681158660943,-0.000183708711983144,-7.28013978186226e-05
"3871","10.02.2021 22:00",45600,45555,299.5,240.5,-0.000987329354519062,9.74819254295028e-07,3.296592168678e-06,476.5,962,2125,0,-0.00221092285507041,-0.000786119418327402,0,4.88817987107268e-06,6.17983739871413e-07,0,2.29825660610229e-06,3.69938549801131e-07,1.2139,1.2138,540,204,-8.2382502003181e-05,8.23350212477703e-05,0,0,3899.25,3900.25,60239,14308,0.000256426695424139,-0.000192350848539746,-0.000641066757001596,0.000384664705345372,13620.25,13623.25,26314,17369,0.000220236020490816,-7.33810310364902e-05,-0.000495681158660943,-0.000183708711983144,3899.25,3900.25,60239,14308,0.000256426695424139,-0.000192350848539746,-0.000641066757001596,0.000384664705345372,13620.25,13623.25,26314,17369,0.000220236020490816,-7.33810310364902e-05,-0.000495681158660943,-0.000183708711983144
"3883","10.02.2021 23:00",45660,45640,534.5,397,-0.000438116107774889,1.91945723891818e-07,8.19674663750961e-07,299.5,476.5,962,-0.000987329354519062,0,-0.00221092285507041,9.74819254295028e-07,0,4.88817987107268e-06,3.296592168678e-06,0,2.29825660610229e-06,1.2135,1.2137,504.5,254,0.000164798945659711,-8.2382502003181e-05,8.23350212477703e-05,0,3910.75,3911.5,112251,25038,0.000191760683254216,0.000256426695424139,-0.000192350848539746,-0.000641066757001596,13678.25,13681.25,40038,25963,0.000219302254210518,0.000220236020490816,-7.33810310364902e-05,-0.000495681158660943,3910.75,3911.5,112251,25038,0.000191760683254216,0.000256426695424139,-0.000192350848539746,-0.000641066757001596,13678.25,13681.25,40038,25963,0.000219302254210518,0.000220236020490816,-7.33810310364902e-05,-0.000495681158660943
"3895","11.02.2021 00:00",45005,44930,543,387.5,-0.00166787162697979,2.78179576408421e-06,3.07158679001803e-06,534.5,299.5,476.5,-0.000438116107774889,-0.000987329354519062,0,1.91945723891818e-07,9.74819254295028e-07,0,8.19674663750961e-07,3.296592168678e-06,0,1.2128,1.2127,439,178.5,-8.24572253612654e-05,0.000164798945659711,-8.2382502003181e-05,8.23350212477703e-05,3902,3904.5,219330,38082,0.000640491919673636,0.000191760683254216,0.000256426695424139,-0.000192350848539746,13641.25,13650,53242,33361,0.00064123118580639,0.000219302254210518,0.000220236020490816,-7.33810310364902e-05,3902,3904.5,219330,38082,0.000640491919673636,0.000191760683254216,0.000256426695424139,-0.000192350848539746,13641.25,13650,53242,33361,0.00064123118580639,0.000219302254210518,0.000220236020490816,-7.33810310364902e-05
"3904","11.02.2021 01:00",45445,45425,170.5,150.5,-0.000440189288498871,1.93766609709142e-07,2.58175535776464e-06,543,534.5,299.5,-0.00166787162697979,-0.000438116107774889,-0.000987329354519062,2.78179576408421e-06,1.91945723891818e-07,9.74819254295028e-07,3.07158679001803e-06,8.19674663750961e-07,3.296592168678e-06,1.2127,1.2127,413,165.5,0,-8.24572253612654e-05,0.000164798945659711,-8.2382502003181e-05,3906.75,3908.25,48655,7420,0.00038387716402255,0.000640491919673636,0.000191760683254216,0.000256426695424139,13660.75,13664.25,8734,5169,0.000256175664713254,0.00064123118580639,0.000219302254210518,0.000220236020490816,3906.75,3908.25,48655,7420,0.00038387716402255,0.000640491919673636,0.000191760683254216,0.000256426695424139,13660.75,13664.25,8734,5169,0.000256175664713254,0.00064123118580639,0.000219302254210518,0.000220236020490816
"3916","11.02.2021 03:00",45260,45255,399,348.5,-0.00011047892625804,1.22055931471294e-08,2.76889539493834e-07,170.5,543,534.5,-0.000440189288498871,-0.00166787162697979,-0.000438116107774889,1.93766609709142e-07,2.78179576408421e-06,1.91945723891818e-07,2.58175535776464e-06,3.07158679001803e-06,8.19674663750961e-07,1.2127,1.2127,513,153,0,0,-8.24572253612654e-05,0.000164798945659711,3906.25,3906.25,6706,2525,0,0.00038387716402255,0.000640491919673636,0.000191760683254216,13653.75,13653.25,2774,1953,-3.66206467248276e-05,0.000256175664713254,0.00064123118580639,0.000219302254210518,3906.25,3906.25,6706,2525,0,0.00038387716402255,0.000640491919673636,0.000191760683254216,13653.75,13653.25,2774,1953,-3.66206467248276e-05,0.000256175664713254,0.00064123118580639,0.000219302254210518
"3928","11.02.2021 04:00",44652.5,44680,547.5,463,0.000615677404498527,3.79058666410043e-07,1.12452493972334e-06,399,170.5,543,-0.00011047892625804,-0.000440189288498871,-0.00166787162697979,1.22055931471294e-08,1.93766609709142e-07,2.78179576408421e-06,2.76889539493834e-07,2.58175535776464e-06,3.07158679001803e-06,1.21215,1.2122,407.5,189,4.12481696182299e-05,0,0,-8.24572253612654e-05,3895.75,3896.25,11780,4075,0.000128336755821579,0,0.00038387716402255,0.000640491919673636,13617.25,13618.25,8593,4552,7.34335701899624e-05,-3.66206467248276e-05,0.000256175664713254,0.00064123118580639,3895.75,3896.25,11780,4075,0.000128336755821579,0,0.00038387716402255,0.000640491919673636,13617.25,13618.25,8593,4552,7.34335701899624e-05,-3.66206467248276e-05,0.000256175664713254,0.00064123118580639
"3940","11.02.2021 05:00",44710,44653.3333333333,278,244.666666666667,-0.00126823098799633,1.60840983891415e-06,4.56198197120983e-06,547.5,399,170.5,0.000615677404498527,-0.00011047892625804,-0.000440189288498871,3.79058666410043e-07,1.22055931471294e-08,1.93766609709142e-07,1.12452493972334e-06,2.76889539493834e-07,2.58175535776464e-06,1.2123,1.2123,337.5,150.5,0,4.12481696182299e-05,0,0,3897.25,3896.5,7909,2948,-0.000192461909175989,0.000128336755821579,0,0.00038387716402255,13623.5,13622.5,3064,1905,-7.34052705304578e-05,7.34335701899624e-05,-3.66206467248276e-05,0.000256175664713254,3897.25,3896.5,7909,2948,-0.000192461909175989,0.000128336755821579,0,0.00038387716402255,13623.5,13622.5,3064,1905,-7.34052705304578e-05,7.34335701899624e-05,-3.66206467248276e-05,0.000256175664713254
"3952","11.02.2021 06:00",45155,45185,200.5,165.333333333333,0.000664157651156572,4.41105385589814e-07,3.31250698831208e-06,278,547.5,399,-0.00126823098799633,0.000615677404498527,-0.00011047892625804,1.60840983891415e-06,3.79058666410043e-07,1.22055931471294e-08,4.56198197120983e-06,1.12452493972334e-06,2.76889539493834e-07,1.21273333333333,1.21276666666667,252.5,133.5,2.74857417786878e-05,0,4.12481696182299e-05,0,3905.25,3905.25,8040,2833,0,-0.000192461909175989,0.000128336755821579,0,13661.75,13663.5,3591,2312,0.000128086659948679,-7.34052705304578e-05,7.34335701899624e-05,-3.66206467248276e-05,3905.25,3905.25,8040,2833,0,-0.000192461909175989,0.000128336755821579,0,13661.75,13663.5,3591,2312,0.000128086659948679,-7.34052705304578e-05,7.34335701899624e-05,-3.66206467248276e-05
"3964","11.02.2021 07:00",45900,45900,248,223.5,0,0,0,200.5,278,547.5,0.000664157651156572,-0.00126823098799633,0.000615677404498527,4.41105385589814e-07,1.60840983891415e-06,3.79058666410043e-07,3.31250698831208e-06,4.56198197120983e-06,1.12452493972334e-06,1.2129,1.2129,244.5,142.5,0,2.74857417786878e-05,0,4.12481696182299e-05,3904.75,3904.75,5047,2106,0,0,-0.000192461909175989,0.000128336755821579,13653,13653,2583,1976,0,0.000128086659948679,-7.34052705304578e-05,7.34335701899624e-05,3904.75,3904.75,5047,2106,0,0,-0.000192461909175989,0.000128336755821579,13653,13653,2583,1976,0,0.000128086659948679,-7.34052705304578e-05,7.34335701899624e-05
"3976","11.02.2021 08:00",45165,45175,349,319,0.000221385876484348,4.9011706306743e-08,6.34343485628504e-07,248,200.5,278,0,0.000664157651156572,-0.00126823098799633,0,4.41105385589814e-07,1.60840983891415e-06,0,3.31250698831208e-06,4.56198197120983e-06,1.2129,1.2129,324.5,177.5,0,0,2.74857417786878e-05,0,3907.25,3907.25,3233,1290,0,0,0,-0.000192461909175989,13662.5,13662.25,2066,1540,-1.82984290795218e-05,0,0.000128086659948679,-7.34052705304578e-05,3907.25,3907.25,3233,1290,0,0,0,-0.000192461909175989,13662.5,13662.25,2066,1540,-1.82984290795218e-05,0,0.000128086659948679,-7.34052705304578e-05
"3988","11.02.2021 09:00",45040,45040,200,174,0,0,0,349,248,200.5,0.000221385876484348,0,0.000664157651156572,4.9011706306743e-08,0,4.41105385589814e-07,6.34343485628504e-07,0,3.31250698831208e-06,1.2133,1.2133,420.5,191,0,0,0,2.74857417786878e-05,3905,3905.25,2438,1061,6.40184373317254e-05,0,0,0,13647.5,13649,1665,1149.5,0.000109904200282784,-1.82984290795218e-05,0,0.000128086659948679,3905,3905.25,2438,1061,6.40184373317254e-05,0,0,0,13647.5,13649,1665,1149.5,0.000109904200282784,-1.82984290795218e-05,0,0.000128086659948679
"4000","11.02.2021 10:00",44985,44985,107,93.5,0,0,0,200,349,248,0,0.000221385876484348,0,0,4.9011706306743e-08,0,0,6.34343485628504e-07,0,1.2137,1.2137,372.5,147.5,0,0,0,0,3908.25,3908.25,2439,1081,0,6.40184373317254e-05,0,0,13654.75,13655,1275,904,1.83084795732924e-05,0.000109904200282784,-1.82984290795218e-05,0,3908.25,3908.25,2439,1081,0,6.40184373317254e-05,0,0,13654.75,13655,1275,904,1.83084795732924e-05,0.000109904200282784,-1.82984290795218e-05,0
"4012","11.02.2021 11:00",45125,45132.5,220,205,0.000166191175630104,2.7619506857316e-08,7.5541443468229e-07,107,200,349,0,0,0.000221385876484348,0,0,4.9011706306743e-08,0,0,6.34343485628504e-07,1.2131,1.213,512,256,-8.24368328235514e-05,0,0,0,3909.75,3909.5,5648,1991,-6.39447517567504e-05,0,6.40184373317254e-05,0,13663.25,13663,2428,1648,-1.82974246367706e-05,1.83084795732924e-05,0.000109904200282784,-1.82984290795218e-05,3909.75,3909.5,5648,1991,-6.39447517567504e-05,0,6.40184373317254e-05,0,13663.25,13663,2428,1648,-1.82974246367706e-05,1.83084795732924e-05,0.000109904200282784,-1.82984290795218e-05
"4024","11.02.2021 12:00",45380,45380,165,152,0,0,0,220,107,200,0.000166191175630104,0,0,2.7619506857316e-08,0,0,7.5541443468229e-07,0,0,1.213,1.213,697.5,367.5,0,-8.24368328235514e-05,0,0,3915,3914.75,17510,6071,-6.38589993506855e-05,-6.39447517567504e-05,0,6.40184373317254e-05,13694.5,13693,6948,4833,-0.000109539023386063,-1.82974246367706e-05,1.83084795732924e-05,0.000109904200282784,3915,3914.75,17510,6071,-6.38589993506855e-05,-6.39447517567504e-05,0,6.40184373317254e-05,13694.5,13693,6948,4833,-0.000109539023386063,-1.82974246367706e-05,1.83084795732924e-05,0.000109904200282784
"4036","11.02.2021 13:00",45935,45940,231,201.5,0.000108843537523384,1.18469156606044e-08,4.71184145122876e-07,165,220,107,0,0.000166191175630104,0,0,2.7619506857316e-08,0,0,7.5541443468229e-07,0,1.2136,1.2136,1010,444,0,0,-8.24368328235514e-05,0,3915,3915.25,9494,2794,6.38549216400719e-05,-6.38589993506855e-05,-6.39447517567504e-05,0,13706.5,13706.75,4007,2811,1.82393550574034e-05,-0.000109539023386063,-1.82974246367706e-05,1.83084795732924e-05,3915,3915.25,9494,2794,6.38549216400719e-05,-6.38589993506855e-05,-6.39447517567504e-05,0,13706.5,13706.75,4007,2811,1.82393550574034e-05,-0.000109539023386063,-1.82974246367706e-05,1.83084795732924e-05
"4048","11.02.2021 14:00",46820,46800,396,357,-0.000427259139163638,1.82550371998853e-07,1.0789372201102e-06,231,165,220,0.000108843537523384,0,0.000166191175630104,1.18469156606044e-08,0,2.7619506857316e-08,4.71184145122876e-07,0,7.5541443468229e-07,1.2132,1.213,561.5,277,-0.000164866870375896,0,0,-8.24368328235514e-05,3915.25,3915,7551,2194,-6.38549216400719e-05,6.38549216400719e-05,-6.38589993506855e-05,-6.39447517567504e-05,13707.75,13705.5,3403,2261,-0.000164154195877231,1.82393550574034e-05,-0.000109539023386063,-1.82974246367706e-05,3915.25,3915,7551,2194,-6.38549216400719e-05,6.38549216400719e-05,-6.38589993506855e-05,-6.39447517567504e-05,13707.75,13705.5,3403,2261,-0.000164154195877231,1.82393550574034e-05,-0.000109539023386063,-1.82974246367706e-05
"4060","11.02.2021 15:00",46435,46500,382.5,322,0.00139882736533892,1.95671799802102e-06,3.65706500742201e-06,396,231,165,-0.000427259139163638,0.000108843537523384,0,1.82550371998853e-07,1.18469156606044e-08,0,1.0789372201102e-06,4.71184145122876e-07,0,1.2134,1.2134,870,341.5,0,-0.000164866870375896,0,0,3914.5,3914.25,11607,3067,-6.38671563368831e-05,-6.38549216400719e-05,6.38549216400719e-05,-6.38589993506855e-05,13705.75,13704.5,3755,2580,-9.12067566591901e-05,-0.000164154195877231,1.82393550574034e-05,-0.000109539023386063,3914.5,3914.25,11607,3067,-6.38671563368831e-05,-6.38549216400719e-05,6.38549216400719e-05,-6.38589993506855e-05,13705.75,13704.5,3755,2580,-9.12067566591901e-05,-0.000164154195877231,1.82393550574034e-05,-0.000109539023386063
"4072","11.02.2021 16:00",47030,47030,367.5,324.5,0,0,0,382.5,396,231,0.00139882736533892,-0.000427259139163638,0.000108843537523384,1.95671799802102e-06,1.82550371998853e-07,1.18469156606044e-08,3.65706500742201e-06,1.0789372201102e-06,4.71184145122876e-07,1.2142,1.2142,681.5,268.5,0,0,-0.000164866870375896,0,3913.25,3914,11856,3107,0.000191638187688525,-6.38671563368831e-05,-6.38549216400719e-05,6.38549216400719e-05,13707.25,13709.75,4566,3127,0.000182368603926619,-9.12067566591901e-05,-0.000164154195877231,1.82393550574034e-05,3913.25,3914,11856,3107,0.000191638187688525,-6.38671563368831e-05,-6.38549216400719e-05,6.38549216400719e-05,13707.25,13709.75,4566,3127,0.000182368603926619,-9.12067566591901e-05,-0.000164154195877231,1.82393550574034e-05
"4084","11.02.2021 17:00",48075,48125,1366,1157,0.00103950113310525,1.08056260572709e-06,7.60981795831074e-07,367.5,382.5,396,0,0.00139882736533892,-0.000427259139163638,0,1.95671799802102e-06,1.82550371998853e-07,0,3.65706500742201e-06,1.0789372201102e-06,1.2152,1.215,2149,854,-0.00016459550691425,0,0,-0.000164866870375896,3915.25,3915,23118,5318,-6.38549216400719e-05,0.000191638187688525,-6.38671563368831e-05,-6.38549216400719e-05,13712,13711.5,7779,5154,-3.64650755777518e-05,0.000182368603926619,-9.12067566591901e-05,-0.000164154195877231,3915.25,3915,23118,5318,-6.38549216400719e-05,0.000191638187688525,-6.38671563368831e-05,-6.38549216400719e-05,13712,13711.5,7779,5154,-3.64650755777518e-05,0.000182368603926619,-9.12067566591901e-05,-0.000164154195877231
"4096","11.02.2021 18:00",48510,48525,550,437,0.000309166797947569,9.55841089531528e-08,5.62121450813761e-07,1366,367.5,382.5,0.00103950113310525,0,0.00139882736533892,1.08056260572709e-06,0,1.95671799802102e-06,7.60981795831074e-07,0,3.65706500742201e-06,1.2142,1.2143,1977,776,8.23553634395902e-05,-0.00016459550691425,0,0,3910.75,3907.75,176498,39533,-0.000767410666298929,-6.38549216400719e-05,0.000191638187688525,-6.38671563368831e-05,13696.5,13686.75,67975,44925,-0.000712114187470192,-3.64650755777518e-05,0.000182368603926619,-9.12067566591901e-05,3910.75,3907.75,176498,39533,-0.000767410666298929,-6.38549216400719e-05,0.000191638187688525,-6.38671563368831e-05,13696.5,13686.75,67975,44925,-0.000712114187470192,-3.64650755777518e-05,0.000182368603926619,-9.12067566591901e-05
"4108","11.02.2021 19:00",48652.5,48710,437,363,0.00118115304526967,1.39512251634981e-06,2.70286738047979e-06,550,1366,367.5,0.000309166797947569,0.00103950113310525,0,9.55841089531528e-08,1.08056260572709e-06,0,5.62121450813761e-07,7.60981795831074e-07,0,1.214,1.2137,1556,567.5,-0.000247147507127732,8.23553634395902e-05,-0.00016459550691425,0,3914.5,3909.75,163072,36599,-0.00121417403164337,-0.000767410666298929,-6.38549216400719e-05,0.000191638187688525,13728,13709,77103,47155,-0.00138499129184311,-0.000712114187470192,-3.64650755777518e-05,0.000182368603926619,3914.5,3909.75,163072,36599,-0.00121417403164337,-0.000767410666298929,-6.38549216400719e-05,0.000191638187688525,13728,13709,77103,47155,-0.00138499129184311,-0.000712114187470192,-3.64650755777518e-05,0.000182368603926619
"4120","11.02.2021 20:00",48195,48215,671.5,530,0.000414894726416648,1.72137634008345e-07,6.17862585877361e-07,437,550,1366,0.00118115304526967,0.000309166797947569,0.00103950113310525,1.39512251634981e-06,9.55841089531528e-08,1.08056260572709e-06,2.70286738047979e-06,5.62121450813761e-07,7.60981795831074e-07,1.2132,1.2133,1174,439,8.24232434012695e-05,-0.000247147507127732,8.23553634395902e-05,-0.00016459550691425,3908.75,3908.5,115236,23255,-6.39611116675098e-05,-0.00121417403164337,-0.000767410666298929,-6.38549216400719e-05,13720.75,13721.75,48678,30453,7.28796574982482e-05,-0.00138499129184311,-0.000712114187470192,-3.64650755777518e-05,3908.75,3908.5,115236,23255,-6.39611116675098e-05,-0.00121417403164337,-0.000767410666298929,-6.38549216400719e-05,13720.75,13721.75,48678,30453,7.28796574982482e-05,-0.00138499129184311,-0.000712114187470192,-3.64650755777518e-05
"4132","11.02.2021 21:00",47880,47880,646,526,0,0,0,671.5,437,550,0.000414894726416648,0.00118115304526967,0.000309166797947569,1.72137634008345e-07,1.39512251634981e-06,9.55841089531528e-08,6.17862585877361e-07,2.70286738047979e-06,5.62121450813761e-07,1.2133,1.2133,898.5,371.5,0,8.24232434012695e-05,-0.000247147507127732,8.23553634395902e-05,3895.75,3896.75,234826,52419,0.000256657043435027,-6.39611116675098e-05,-0.00121417403164337,-0.000767410666298929,13680,13684.75,85179,53207,0.000347161954536546,7.28796574982482e-05,-0.00138499129184311,-0.000712114187470192,3895.75,3896.75,234826,52419,0.000256657043435027,-6.39611116675098e-05,-0.00121417403164337,-0.000767410666298929,13680,13684.75,85179,53207,0.000347161954536546,7.28796574982482e-05,-0.00138499129184311,-0.000712114187470192
"4144","11.02.2021 22:00",48130,48150,413,338.5,0.000415454929116876,1.72602798127509e-07,1.00594413829752e-06,646,671.5,437,0,0.000414894726416648,0.00118115304526967,0,1.72137634008345e-07,1.39512251634981e-06,0,6.17862585877361e-07,2.70286738047979e-06,1.21375,1.2137,538,214.5,-4.11954932189318e-05,0,8.24232434012695e-05,-0.000247147507127732,3899,3898.5,104693,22945,-0.000128246232943496,0.000256657043435027,-6.39611116675098e-05,-0.00121417403164337,13700,13696.25,40932,26023,-0.000273760096613174,0.000347161954536546,7.28796574982482e-05,-0.00138499129184311,3899,3898.5,104693,22945,-0.000128246232943496,0.000256657043435027,-6.39611116675098e-05,-0.00121417403164337,13700,13696.25,40932,26023,-0.000273760096613174,0.000347161954536546,7.28796574982482e-05,-0.00138499129184311
"4156","11.02.2021 23:00",48315,48290,376.5,293.5,-0.00051757156582255,2.67880325748006e-07,1.37469207389787e-06,413,646,671.5,0.000415454929116876,0,0.000414894726416648,1.72602798127509e-07,0,1.72137634008345e-07,1.00594413829752e-06,0,6.17862585877361e-07,1.2138,1.2138,470,188.5,0,-4.11954932189318e-05,0,8.24232434012695e-05,3900.25,3901.25,115986,26871,0.000256360957630264,-0.000128246232943496,0.000256657043435027,-6.39611116675098e-05,13686.75,13689.5,50688,31844,0.000200904068982766,-0.000273760096613174,0.000347161954536546,7.28796574982482e-05,3900.25,3901.25,115986,26871,0.000256360957630264,-0.000128246232943496,0.000256657043435027,-6.39611116675098e-05,13686.75,13689.5,50688,31844,0.000200904068982766,-0.000273760096613174,0.000347161954536546,7.28796574982482e-05
